Mateo 1:1	Libro de la genealogía de Jesucristo, hijo de David, hijo de Abraham:
Santiago 2:21	¿No fue justificado por las obras nuestro padre Abraham, cuando ofreció a su hijo Isaac sobre el altar?
Santiago 2:22	¿No ves que la fe actuó juntamente con sus obras, y que la fe se perfeccionó por las obras?
Santiago 2:23	Y se cumplió la Escritura que dice: Abraham creyó a Dios, y le fue contado por justicia, y fue llamado amigo de Dios.
Santiago 2:24	Vosotros veis, pues, que el hombre es justificado por las obras, y no solamente por la fe.
Santiago 2:25	Asimismo, Rahab, la ramera, ¿no fue justificada por las obras, cuando recibió a los mensajeros, y los envió por otro camino?
Santiago 2:26	Porque como el cuerpo sin el espíritu está muerto, así también la fe sin obras es muerta.
Santiago 3:1	Hermanos míos, no os hagáis maestros muchos de vosotros, sabiendo que recibiremos mayor condenación.
Santiago 3:2	Porque todos ofendemos en muchas formas. Si alguno no ofende de palabra, este es varón perfecto, capaz también de refrenar todo el cuerpo.
Santiago 3:3	He aquí nosotros ponemos freno en la boca de los caballos para que nos obedezcan, y dirigimos así todo su cuerpo.
Santiago 3:4	Mirad también las naves; aunque tan grandes, y llevadas por impetuosos vientos, son gobernadas con un muy pequeño timón por donde el que las gobierna quiere.
Santiago 3:5	Así también la lengua es un miembro pequeño, pero se jacta de grandes cosas. He aquí, ¡cuán gran bosque enciende un pequeño fuego!
Santiago 3:6	Y la lengua es un fuego, un mundo de maldad. La lengua está puesta entre nuestros miembros, y contamina todo el cuerpo, y enciende el curso de la vida, y es encendida por el infierno.
Santiago 3:7	Porque toda especie de bestias, y de aves, y de serpientes y de criaturas del mar se doma y ha sido domada por el ser humano;
Santiago 3:8	pero ningún hombre puede domar la lengua, que es un mal que no puede ser refrenado, llena de veneno mortal.
Santiago 3:9	Con ella bendecimos al Dios y Padre, y con ella maldecimos a los hombres, que han sido hechos a la semejanza de Dios.
Santiago 3:10	De una misma boca proceden bendición y maldición. Hermanos míos, esto no debe ser así.
Santiago 3:11	¿Acaso echa alguna fuente por la misma abertura agua dulce y amarga?
Santiago 3:12	Hermanos míos, ¿puede acaso la higuera producir aceitunas, o la vid higos? Pues tampoco una fuente puede dar agua salada y dulce.
Santiago 3:13	¿Quién es sabio y entendido entre vosotros? Muestre por la buena conducta sus obras en la mansedumbre de la sabiduría.
Santiago 3:14	Pero si tenéis envidia amarga y contención en vuestros corazones, no os jactéis ni mintáis contra la verdad,
Santiago 3:15	porque esta sabiduría no es la que desciende de lo alto, sino que es terrenal, animal y diabólica.
Santiago 3:16	Porque donde hay envidia y contención, allí hay confusión y toda obra perversa.
Santiago 3:17	Pero la sabiduría que es de lo alto es primeramente pura, después pacífica, bondadosa, benigna, llena de misericordia y de buenos frutos, no juzgadora ni fingida.
Santiago 3:18	Y el fruto de justicia se siembra en paz para aquellos que hacen la paz.
Santiago 4:1	¿De dónde vienen las guerras y los pleitos entre vosotros? ¿No vienen de vuestras concupiscencias, las cuales combaten en vuestros miembros?
Santiago 4:2	Codiciáis, y no tenéis; matáis y ardéis de envidia, y no podéis alcanzar; combatís y guerreáis, pero no tenéis lo que deseáis, porque no pedís.
Santiago 4:3	Pedís, y no recibís, porque pedís mal, para gastar en vuestras concupiscencias.
Santiago 4:4	Adúlteros y adúlteras, ¿no sabéis que la amistad del mundo es enemistad con Dios? Cualquiera, pues, que quiera ser amigo del mundo, se constituye en enemigo de Dios.
Santiago 4:5	¿O pensáis que la Escritura dice en vano: Él celosamente anhela el espíritu que mora en nosotros?
Santiago 4:6	Pero él da mayor gracia. Por eso dice: Dios resiste a los soberbios, y da gracia a los humildes.
Santiago 4:7	Someteos, pues, a Dios; resistid al diablo, y huirá de vosotros.
Santiago 4:8	Acercaos a Dios, y él se acercará a vosotros. Pecadores, limpiad vuestras manos; y vosotros, los de doble ánimo, purificad vuestros corazones.
Santiago 4:9	Afligíos, y lamentad y llorad. ¡Vuestra risa se convierta en lloro, y vuestro gozo en tristeza!
Santiago 4:10	Humillaos delante del Señor, y él os ensalzará.
Santiago 4:11	Hermanos, no murmuréis los unos de los otros. El que murmura del hermano, y juzga a su hermano, murmura de la ley, y juzga a la ley; pero si tú juzgas a la ley, no eres hacedor de la ley, sino juez.
Santiago 4:12	Uno solo es el dador de la ley, que puede salvar y destruir. ¿Quién eres tú para juzgar a otro?
Santiago 4:13	¡Vamos ahora!, los que decís: Hoy o mañana iremos a tal ciudad, estaremos allá un año, compraremos mercadería y ganaremos;
Santiago 4:14	y ni siquiera sabéis lo que será mañana. Porque, ¿qué es vuestra vida? Ciertamente es un vapor que aparece por un poco de tiempo y luego se desvanece.
Santiago 4:15	En lugar de lo cual deberíais decir: Si el Señor quiere, viviremos y haremos esto o aquello.
Santiago 4:16	Pero ahora os jactáis en vuestras soberbias. Toda jactancia semejante es mala.
Santiago 4:17	El pecado, pues, está en aquel que sabe hacer lo bueno y no lo hace.
Santiago 5:1	¡Vamos ahora, oh ricos! Llorad y aullad por las miserias que os vendrán.
Santiago 5:2	Vuestras riquezas están podridas y vuestras ropas están comidas de polilla.
Santiago 5:3	Vuestro oro y plata están enmohecidos; y su moho testificará contra vosotros, y devorará del todo vuestros cuerpos como fuego. Habéis acumulado tesoros para los días finales.
Santiago 5:4	He aquí, clama el jornal de los obreros que han segado en vuestras tierras, el cual por engaño no les ha sido pagado por vosotros; y los clamores de los que habían segado han llegado a los oídos del Señor de los ejércitos.
Santiago 5:5	Habéis vivido en deleites sobre la tierra, y habéis sido disolutos; habéis engordado vuestros corazones como en día de matanza.
Santiago 5:6	Habéis condenado y dado muerte al justo, sin que él os opusiese resistencia.
Santiago 5:7	Por tanto, hermanos, tened paciencia hasta la venida del Señor. Mirad cómo el labrador espera el precioso fruto de la tierra, aguardando con paciencia, hasta que reciba la lluvia temprana y la tardía.
Santiago 5:8	Tened también vosotros paciencia; fortaleced vuestros corazones, porque la venida del Señor se acerca.
Santiago 5:9	Hermanos, no os quejéis unos contra otros, para que no seáis condenados; he aquí, el juez ya está a las puertas.
Santiago 5:10	Hermanos míos, tomad como ejemplo de aflicción y de paciencia a los profetas que hablaron en nombre del Señor.
Santiago 5:11	He aquí, tenemos por bienaventurados a los que sufren. Habéis oído de la paciencia de Job, y habéis visto la finalidad del Señor, porque el Señor es muy misericordioso y compasivo.
Santiago 5:12	Pero sobre todo, hermanos míos, no juréis, ni por el cielo, ni por la tierra ni por ningún otro juramento; sino que vuestro sí sea sí, y vuestro no sea no, para que no caigáis en condenación.
Santiago 5:13	¿Está alguno entre vosotros afligido? Haga oración. ¿Está alguno alegre? Cante alabanzas.
Santiago 5:14	¿Está alguno enfermo entre vosotros? Llame a los ancianos de la iglesia, y oren ellos por él, ungiéndole con aceite en el nombre del Señor.
Santiago 5:15	Y la oración de fe salvará al enfermo, y el Señor lo levantará; y si ha cometido pecados, le serán perdonados.
Santiago 5:16	Confesaos vuestras faltas unos a otros y orad los unos por los otros, para que seáis sanados; la oración eficaz del justo puede mucho.
Santiago 5:17	Elías era hombre sujeto a pasiones semejantes a las nuestras, y rogó fervientemente que no lloviese, y no llovió sobre la tierra durante tres años y seis meses.
Santiago 5:18	Y otra vez oró, y el cielo dio lluvia, y la tierra produjo su fruto.
Santiago 5:19	Hermanos, si alguno de entre vosotros se ha extraviado de la verdad, y alguno le hace volver,
Santiago 5:20	sepa que el que haga volver al pecador del error de su camino salvará un alma de la muerte, y cubrirá multitud de pecados.
1 Pedro 1:1	Pedro, apóstol de Jesucristo, a los peregrinos dispersos por Ponto, Galacia, Capadocia, Asia y Bitinia,
1 Pedro 1:2	elegidos según la presciencia de Dios el Padre mediante la santificación del Espíritu, para obedecer y ser rociados con la sangre de Jesucristo: Gracia y paz os sean multiplicadas.
1 Pedro 1:3	Bendito el Dios y Padre de nuestro Señor Jesucristo, que según su gran misericordia nos ha hecho nacer de nuevo a una esperanza viva, por la resurrección de Jesucristo de entre los muertos,
1 Pedro 1:4	para una herencia incorruptible, incontaminada e inmarchitable, reservada en los cielos para vosotros,
1 Pedro 1:5	que sois guardados por el poder de Dios, mediante la fe, para alcanzar la salvación que está preparada para ser manifestada en el tiempo postrero.
1 Pedro 1:6	En lo cual vosotros os alegráis, aunque, si es necesario, por un poco de tiempo tengáis que ser afligidos con diversas tentaciones,
1 Pedro 1:7	para que la prueba de vuestra fe, mucho más preciosa que el oro, el cual perece aunque sea probado con fuego, sea hallada digna de alabanza, gloria y honra, cuando Jesucristo sea manifestado;
1 Pedro 1:8	a quien, aunque no le habéis visto, amáis; en quien creyendo, aunque al presente no lo veáis, os alegráis con gozo inefable y glorificado,
1 Pedro 1:9	obteniendo el fin de vuestra fe, que es la salvación de vuestras almas.
1 Pedro 1:10	Acerca de esta salvación, los profetas que profetizaron de la gracia que había de venir a vosotros inquirieron y diligentemente indagaron,
1 Pedro 1:11	escudriñando qué condiciones o qué tiempo indicaba el Espíritu de Cristo que estaba en ellos, el que predecía los sufrimientos de Cristo, y las glorias que seguirían después de estos.
1 Pedro 1:12	A quienes les fue revelado que ministraban, no para sí mismos, sino para nosotros, las mismas cosas que ahora os han sido anunciadas por los que os han predicado el evangelio por el Espíritu Santo enviado del cielo; cosas en las cuales anhelan mirar los ángeles.
1 Pedro 1:13	Por tanto, teniendo ceñidos los lomos de vuestro entendimiento, siendo sobrios, tened plena esperanza en la gracia que os será presentada cuando Jesucristo os sea manifestado.
1 Pedro 1:14	Como hijos obedientes, no os conforméis a los deseos que antes teníais estando en vuestra ignorancia,
1 Pedro 1:15	sino, como aquel que os ha llamado es santo, sed también vosotros santos en toda vuestra conducta,
1 Pedro 1:16	porque escrito está: Sed santos, porque yo soy santo.
1 Pedro 1:17	Y si invocáis como Padre a aquel que sin acepción de personas juzga según la obra de cada uno, conducíos en temor todo el tiempo de vuestra peregrinación,
1 Pedro 1:18	sabiendo que habéis sido rescatados de vuestra vana conducta, la cual recibisteis por tradición de vuestros padres, no con cosas corruptibles, como oro o plata,
1 Pedro 1:19	sino con la sangre preciosa de Cristo, como de un cordero sin mancha y sin contaminación,
1 Pedro 1:20	ya ordenado desde antes de la fundación del mundo, pero manifestado en los postreros tiempos por amor a vosotros,
1 Pedro 1:21	que por medio de él creéis en Dios, quien le resucitó de entre los muertos, y le ha dado gloria, para que vuestra fe y esperanza sean en Dios.
1 Pedro 1:22	Habiendo purificado vuestras almas mediante la obediencia a la verdad, por medio del Espíritu, hasta llegar a un amor fraternal no fingido, amaos unos a otros entrañablemente de corazón puro,
1 Pedro 1:23	habiendo nacido de nuevo, no de simiente corruptible, sino de una incorruptible, por la palabra de Dios que vive y permanece para siempre.
1 Pedro 1:24	Porque:Toda carne es como la hierba,y toda la gloria del hombre como la flor de la hierba:Se seca la hierba, y la flor se cae;
1 Pedro 1:25	mas la palabra del Señor permanece para siempre.Y esta es la palabra que por el evangelio os ha sido anunciada.
1 Pedro 2:1	Desechando, pues, toda malicia, y todo engaño, e hipocresías, y envidias y toda calumnia,
1 Pedro 2:2	desead, como niños recién nacidos, la leche espiritual pura, para que por ella crezcáis para salvación,
1 Pedro 2:3	si es que habéis probado la benignidad del Señor.
1 Pedro 2:4	Acercándoos a él, piedra viva, rechazada ciertamente por los hombres, pero elegida y preciosa ante Dios,
1 Pedro 2:5	vosotros también, como piedras vivas, sed edificados como una casa espiritual, y un sacerdocio santo, para ofrecer sacrificios espirituales, agradables a Dios por medio de Jesucristo.
1 Pedro 2:6	Por lo cual también contiene la Escritura:He aquí, pongo en Sion la principal piedra del ángulo, escogida, preciosa;y el que crea en él, no será avergonzado.
1 Pedro 2:7	Él es, pues, honor a vosotros los que creéis; pero para los desobedientes,la piedra que los edificadores desecharon,esta ha venido a ser la cabeza del ángulo,
1 Pedro 2:8	y piedra de tropiezo y roca de escándalo para aquellos que, siendo desobedientes, tropiezan en la palabra, para lo cual fueron también señalados.
1 Pedro 2:9	Mas vosotros sois linaje escogido, real sacerdocio, nación santa, pueblo adquirido por Dios, para que anunciéis las virtudes de aquel que os ha llamado de las tinieblas a su luz admirable.
1 Pedro 2:10	Vosotros, que en el tiempo pasado no erais pueblo, pero que ahora sois pueblo de Dios; que en el tiempo pasado no habíais alcanzado misericordia, pero que ahora habéis alcanzado misericordia.
1 Pedro 2:11	Amados, yo os ruego como a extranjeros y peregrinos, que os abstengáis de los deseos carnales que batallan contra el alma,
1 Pedro 2:12	manteniendo vuestra conducta ejemplar entre los gentiles, para que, en lo que ellos murmuran de vosotros como de malhechores, glorifiquen a Dios en el día de la visitación, al considerar vuestras buenas obras.
1 Pedro 2:13	Por causa del Señor, estad, pues, sujetos a toda autoridad humana, ya sea al rey como superior,
1 Pedro 2:14	ya a los gobernadores como enviados por él para castigo de los malhechores y para loor de los que hacen el bien.
1 Pedro 2:15	Porque esta es la voluntad de Dios: que haciendo el bien, hagáis callar la ignorancia de los hombres insensatos;
1 Pedro 2:16	actuad como libres, y no como los que tienen la libertad como pretexto para hacer lo malo, sino como siervos de Dios.
1 Pedro 2:17	Honrad a todos. Amad a los hermanos. Temed a Dios. Honrad al rey.
1 Pedro 2:18	Siervos, estad sujetos con todo respeto a vuestros amos; no solamente a los buenos y afables, sino también a los rigurosos.
1 Pedro 2:19	Porque esto es elogiable: que alguno a causa de la conciencia ante Dios sufra molestias, padeciendo injustamente.
1 Pedro 2:20	Porque, ¿qué mérito tiene si al pecar vosotros sois abofeteados y lo soportáis con paciencia? Pero si al hacer el bien sois afligidos y lo soportáis con paciencia, esto ciertamente es agradable delante de Dios.
1 Pedro 2:21	Porque para esto fuisteis llamados, pues también Cristo padeció por nosotros, dejándonos ejemplo, para que sigáis sus pasos;
1 Pedro 2:22	quien no cometió pecado, ni fue hallado engaño en su boca;
1 Pedro 2:23	quien cuando le maldecían, no respondía con maldición; cuando padecía, no amenazaba, sino que se encomendaba al que juzga justamente.
1 Pedro 2:24	Él mismo llevó nuestros pecados en su cuerpo sobre el madero, para que nosotros, estando muertos a los pecados, vivamos a la justicia. Por sus heridas habéis sido sanados.
1 Pedro 2:25	Porque vosotros erais como ovejas descarriadas, pero ahora habéis vuelto al Pastor y Obispo de vuestras almas.
1 Pedro 3:1	Asimismo vosotras, mujeres, estad sujetas a vuestros maridos, para que también los que no creen en la palabra sean ganados sin palabra por la conducta de sus esposas,
1 Pedro 3:2	al observar vuestra conducta casta y respetuosa.
1 Pedro 3:3	El adorno de ellas no sea el externo, con peinados ostentosos, con adornos de oro ni con ropas lujosas,
1 Pedro 3:4	sino el interno, el del corazón, en el incorruptible adorno de un espíritu agradable y apacible, que es de gran estima delante de Dios.
1 Pedro 3:5	Porque así también se ataviaban en el tiempo antiguo aquellas santas mujeres que esperaban en Dios, estando sujetas a sus maridos,
1 Pedro 3:6	como Sara obedecía a Abraham, llamándole señor; de la que vosotras sois hechas hijas, si hacéis el bien, sin tener ningún temor.
1 Pedro 3:7	Vosotros, maridos, igualmente, vivid con ellas con comprensión, dando honor a la mujer como a vaso más frágil y como a coherederas de la gracia de la vida, para que vuestras oraciones no sean estorbadas.
1 Pedro 3:8	Y finalmente, sed todos de un mismo sentir, compasivos, amándoos fraternalmente, misericordiosos, amigables;
1 Pedro 3:9	no devolviendo mal por mal, ni maldición por maldición, sino por el contrario, bendiciendo, sabiendo que fuisteis llamados para que heredaseis bendición.
1 Pedro 3:10	Porque:el que quiere amar la vida,y ver días buenos,refrene su lengua de mal,y sus labios no hablen engaño;
1 Pedro 3:11	apártese del mal, y haga el bien;busque la paz, y sígala.
1 Pedro 3:12	Porque los ojos del Señor están sobre los justos,y sus oídos atentos a sus oraciones;pero el rostro del Señor está contra aquellos que hacen el mal.
1 Pedro 3:13	¿Y quién es aquel que os podrá hacer daño, si vosotros seguís el bien?
1 Pedro 3:14	Pero también si alguna cosa padecéis por causa de la rectitud, bienaventurados sois. Por tanto, no os amedrentéis por temor a ellos ni seáis turbados,
1 Pedro 3:15	sino santificad a Dios el Señor en vuestros corazones, y estad siempre preparados para responder con mansedumbre y reverencia a cada uno que os demande razón de la esperanza que hay en vosotros;
1 Pedro 3:16	teniendo buena conciencia, para que en lo que murmuran de vosotros como de malhechores, sean avergonzados los que difaman vuestra buena conducta en Cristo.
1 Pedro 3:17	Porque mejor es que padezcáis haciendo el bien, si la voluntad de Dios así lo quiere, que haciendo el mal.
1 Pedro 3:18	Porque también Cristo padeció una sola vez por los pecados, el justo por los injustos, para llevarnos a Dios, siendo a la verdad muerto en la carne, pero vivificado en el espíritu;
1 Pedro 3:19	en el cual también fue y predicó a los espíritus encarcelados,
1 Pedro 3:20	los que en otro tiempo fueron desobedientes, cuando una vez esperaba la paciencia de Dios en los días de Noé, mientras se preparaba el arca, en la cual pocas personas, a saber, ocho, fueron salvadas por agua.
1 Pedro 3:21	El símbolo de la cual corresponde al bautismo que ahora nos salva (no quitando las inmundicias de la carne, sino como la petición de una buena conciencia ante Dios) por la resurrección de Jesucristo,
1 Pedro 3:22	quien, habiendo subido al cielo, está a la diestra de Dios, y a él están sujetos los ángeles, y las autoridades y los poderes.
1 Pedro 4:1	Puesto que Cristo ha padecido por nosotros en la carne, vosotros también armaos del mismo pensamiento; pues el que ha padecido en la carne, ha dejado el pecado;
1 Pedro 4:2	para vivir el tiempo que le queda en la carne, no conforme a las concupiscencias de los hombres, sino conforme a la voluntad de Dios.
1 Pedro 4:3	Porque nos debe bastar que durante el tiempo pasado de nuestra vida hayamos hecho la voluntad de los gentiles, cuando andábamos en lascivias, en concupiscencias, en embriagueces, en orgías, en banquetes y en abominables idolatrías.
1 Pedro 4:4	A estos les parece cosa extraña que vosotros no corráis con ellos en el mismo desenfreno de disolución, y os ultrajan;
1 Pedro 4:5	pero ellos darán cuenta al que está preparado para juzgar a los vivos y a los muertos.
1 Pedro 4:6	Porque por esto también ha sido predicado el evangelio a los muertos; para que sean juzgados en la carne según los hombres, pero vivan en el espíritu según Dios.
1 Pedro 4:7	Mas el fin de todas las cosas se acerca; sed, pues, sobrios y velad en oración.
1 Pedro 4:8	Y sobre todo, tened entre vosotros ferviente amor, porque el amor cubrirá multitud de pecados.
1 Pedro 4:9	Hospedaos los unos a los otros sin murmuraciones.
1 Pedro 4:10	Cada uno según el don que ha recibido, minístrelo a los otros, como buenos administradores de las diversas manifestaciones de la gracia de Dios.
1 Pedro 4:11	Si alguno habla, hable conforme a las palabras de Dios; si alguno ministra, ministre conforme a la fortaleza que Dios da, para que en todo sea Dios glorificado por medio de Jesucristo, a quien pertenecen la gloria y el dominio para siempre jamás. Amén.
1 Pedro 4:12	Amados, no os asombréis del fuego de prueba que os ha sobrevenido para poneros a prueba, como si alguna cosa extraña os aconteciese,
1 Pedro 4:13	antes bien, gozaos en que sois participantes de las aflicciones de Cristo, para que también en la revelación de su gloria os regocijéis con gran alegría.
1 Pedro 4:14	Si sois vituperados por el nombre de Cristo, sois bienaventurados, porque el espíritu de gloria y de Dios reposan sobre vosotros. Ciertamente, por ellos, él es blasfemado, pero por vosotros es glorificado.
1 Pedro 4:15	Así que, ninguno de vosotros padezca como homicida, o ladrón, o malhechor, o por meterse en asuntos ajenos.
1 Pedro 4:16	Pero si alguno padece como cristiano, no se avergüence, sino glorifique a Dios en ello.
1 Pedro 4:17	Porque es tiempo de que el juicio comience por la casa de Dios; y si primero comienza por nosotros, ¿cuál será el fin de aquellos que no obedecen el evangelio de Dios?
1 Pedro 4:18	Y si el justo con dificultad se salva, ¿qué será del impío y del pecador?
1 Pedro 4:19	Por tanto, los que son afligidos según la voluntad de Dios, encomienden sus almas al fiel Creador, haciendo el bien.
1 Pedro 5:1	Ruego a los ancianos que están entre vosotros, yo anciano también con ellos, y testigo de los padecimientos de Cristo, que soy también participante de la gloria que será revelada:
1 Pedro 5:2	Apacentad la grey de Dios que está entre vosotros, cuidando de ella, no por fuerza, sino voluntariamente; no por ganancia deshonesta, sino con ánimo pronto;
1 Pedro 5:3	no como teniendo señorío sobre los rebaños del Señor, sino siendo ejemplos de la grey.
1 Pedro 5:4	Y cuando aparezca el Príncipe de los pastores, vosotros recibiréis la corona incorruptible de gloria.
1 Pedro 5:5	Igualmente, jóvenes, estad sujetos a los ancianos; y todos sumisos unos a otros, revestíos de humildad, porque:Dios resiste a los soberbios,y da gracia a los humildes.
1 Pedro 5:6	Humillaos, pues, bajo la poderosa mano de Dios, para que él os exalte a su debido tiempo,
1 Pedro 5:7	echando toda vuestra ansiedad sobre él, porque él tiene cuidado de vosotros.
1 Pedro 5:8	Sed sobrios, y velad, porque vuestro adversario el diablo, cual león rugiente, anda alrededor buscando a quien devorar;
1 Pedro 5:9	al cual resistid firmes en la fe, sabiendo que las mismas aflicciones han de ser cumplidas en vuestros hermanos que están en el mundo.
1 Pedro 5:10	Mas el Dios de toda gracia, que nos ha llamado a su gloria eterna en Jesucristo, después que hayáis padecido un poco de tiempo, él mismo os perfeccione, afirme, fortalezca y establezca.
1 Pedro 5:11	A él sean la gloria y el dominio para siempre. Amén.
1 Pedro 5:12	Por conducto de Silvano, a quien considero un hermano fiel, os he escrito brevemente, amonestándoos y testificando que esta es la verdadera gracia de Dios, en la cual estáis.
1 Pedro 5:13	La iglesia que está en Babilonia, elegida juntamente con vosotros, y Marcos, mi hijo, os saludan.
1 Pedro 5:14	Saludaos unos a otros con un beso de amor. La paz sea con todos vosotros los que estáis en Jesucristo. Amén.
2 Pedro 1:1	Simón Pedro, siervo y apóstol de Jesucristo, a los que habéis alcanzado una fe igualmente preciosa que la nuestra por la justicia de nuestro Dios y Salvador Jesucristo:
2 Pedro 1:2	Gracia y paz os sean multiplicadas mediante el conocimiento de Dios y de nuestro Señor Jesús.
2 Pedro 1:3	Como todas las cosas que pertenecen a la vida y a la piedad nos han sido dadas por su divino poder, por el conocimiento de aquel que nos ha llamado por medio de su gloria y virtud,
2 Pedro 1:4	por conducto de las cuales nos ha dado preciosas y grandísimas promesas, para que por ellas lleguéis a ser participantes de la naturaleza divina, habiendo huido de la corrupción que hay en el mundo por la concupiscencia.
2 Pedro 1:5	Vosotros también, por esto mismo, poned toda diligencia en añadir a vuestra fe virtud; y a la virtud, conocimiento;
2 Pedro 1:6	y al conocimiento, templanza; y a la templanza, paciencia; y a la paciencia, piedad;
2 Pedro 1:7	y a la piedad, afecto fraternal; y al afecto fraternal, amor.
2 Pedro 1:8	Porque si en vosotros están estas cosas y abundan, no os dejarán estar ociosos ni sin fruto en cuanto al conocimiento de nuestro Señor Jesucristo.
2 Pedro 1:9	Pero el que no tiene estas cosas tiene la vista muy corta; está ciego, habiendo olvidado la purificación de sus antiguos pecados.
2 Pedro 1:10	Por lo cual, hermanos, tanto más procurad hacer firme vuestra vocación y elección, porque haciendo estas cosas, no caeréis jamás.
2 Pedro 1:11	Porque de esta manera os será concedida ampliamente la entrada en el reino eterno de nuestro Señor y Salvador Jesucristo.
2 Pedro 1:12	Por esto, yo no dejaré de recordaros siempre estas cosas, aunque vosotros las sepáis, y estéis confirmados en la verdad presente.
2 Pedro 1:13	Porque tengo por justo, en tanto que estoy en este tabernáculo, el instaros a recordar,
2 Pedro 1:14	sabiendo que dentro de poco tengo que dejar este, mi tabernáculo, como nuestro Señor Jesucristo me lo ha declarado.
2 Pedro 1:15	También yo procuraré con diligencia que, después de mi fallecimiento, vosotros podáis siempre tener memoria de estas cosas.
2 Pedro 1:16	Porque no os hemos dado a conocer el poder y la venida de nuestro Señor Jesucristo, siguiendo fábulas astutamente inventadas, sino que con nuestros propios ojos hemos visto su majestad.
2 Pedro 1:17	Porque él recibió de Dios Padre honra y gloria, cuando una voz le fue enviada desde la magnífica gloria, diciendo: Este es mi Hijo Amado, en quien me complazco.
2 Pedro 1:18	Y nosotros oímos esta voz enviada del cielo, cuando estábamos con él en el monte santo.
2 Pedro 1:19	Tenemos también la palabra profética más segura, a la cual hacéis bien en estar atentos como a una antorcha que alumbra en lugar oscuro hasta que el día esclarezca, y la estrella de la mañana salga en vuestros corazones,
2 Pedro 1:20	entendiendo primero esto: que ninguna profecía de la Escritura es de interpretación privada,
2 Pedro 1:21	porque la profecía nunca fue dada por voluntad humana, sino que los santos hombres de Dios hablaron siendo inspirados por el Espíritu Santo.
2 Pedro 2:1	Pero hubo también falsos profetas entre el pueblo, como habrá entre vosotros falsos maestros que introducirán encubiertamente herejías destructivas, y hasta negarán al Señor que los rescató, atrayendo sobre sí mismos una destrucción repentina.
2 Pedro 2:2	Y muchos seguirán sus lascivias, y por causa de ellos, el camino de la verdad será blasfemado;
2 Pedro 2:3	y por avaricia os explotarán con palabras fingidas. Sobre ellos la antigua condenación no se tarda, y su perdición no se duerme.
2 Pedro 2:4	Porque si Dios no perdonó a los ángeles que pecaron, sino que, habiéndolos arrojado al infierno, los entregó a cadenas de oscuridad, para ser reservados para el juicio;
2 Pedro 2:5	y si no perdonó al mundo antiguo, sino que protegió a Noé, pregonero de justicia, con otras siete personas, al traer el diluvio sobre el mundo de los impíos;
2 Pedro 2:6	y si condenó a la destrucción las ciudades de Sodoma y de Gomorra, reduciéndolas a ceniza, y poniéndolas de ejemplo a los que habrían de vivir impíamente,
2 Pedro 2:7	y si libró al justo Lot, abrumado por la conducta licenciosa de los malvados
2 Pedro 2:8	(porque este justo, mientras moraba entre ellos, afligía cada día su alma justa al ver y oír los hechos inicuos de ellos);
2 Pedro 2:9	entonces el Señor sabe librar de la tentación a los piadosos, y reservar a los injustos para ser castigados en el día del juicio;
2 Pedro 2:10	y principalmente a aquellos que, siguiendo la carne, andan en concupiscencia e inmundicia, y desprecian la autoridad; atrevidos, obstinados, que no temen hablar mal de las potestades superiores,
2 Pedro 2:11	mientras que los mismos ángeles, que son mayores en fuerza y en poder, no pronuncian juicio de maldición contra ellos delante del Señor.
2 Pedro 2:12	Pero estos, hablando mal de las cosas que no entienden, como animales irracionales naturales, nacidos para presa y destrucción, perecerán en su propia corrupción,
2 Pedro 2:13	recibiendo el pago de su injusticia, ya que consideran delicia el gozar de deleites en pleno día. Estos son inmundicias y manchas, quienes aun mientras comen con vosotros se recrean en sus errores;
2 Pedro 2:14	tienen los ojos llenos de adulterio, y no cesan de pecar; seducen a las almas inconstantes; tienen el corazón ejercitado en la codicia; son hijos de maldición
2 Pedro 2:15	que han dejado el camino recto, y se han extraviado, siguiendo el camino de Balaam hijo de Beor, el que amó el pago de la maldad.
2 Pedro 2:16	Y fue reprendido por su iniquidad, pues una muda bestia de carga, hablando con voz de hombre, refrenó la locura del profeta.
2 Pedro 2:17	Esos son fuentes sin agua y brumas empujadas por torbellino de viento, para quienes está reservada la oscuridad de las tinieblas para siempre.
2 Pedro 2:18	Porque hablando arrogantes palabras de vanidad, seducen con las concupiscencias de la carne y lascivias a los que verdaderamente habían escapado de los que viven en el error;
2 Pedro 2:19	les prometen libertad, siendo ellos mismos esclavos de la corrupción. Porque el que es vencido por alguno es hecho esclavo del que lo venció.
2 Pedro 2:20	Ciertamente, si habiéndose ellos escapado de las contaminaciones del mundo, por el conocimiento del Señor y Salvador Jesucristo, y otra vez se enredan en ellas y son vencidos, su estado final viene a ser peor que el primero.
2 Pedro 2:21	Porque mejor les hubiera sido no haber conocido el camino de la justicia que, después de haberlo conocido, apartarse del santo mandamiento que les fue dado.
2 Pedro 2:22	Pero les ha acontecido acertadamente lo del proverbio: El perro vuelve a su vómito, y la puerca lavada, a revolcarse en el cieno.
2 Pedro 3:1	Amados, yo os escribo ahora esta segunda carta, y en las dos despierto con exhortación vuestro limpio entendimiento,
2 Pedro 3:2	para que tengáis memoria de las palabras que antes han sido dichas por los santos profetas, y del mandamiento del Señor y Salvador dado por nosotros, los apóstoles;
2 Pedro 3:3	sabiendo primero esto, que en los postreros días vendrán burladores, andando según sus propias concupiscencias,
2 Pedro 3:4	y diciendo: ¿Dónde está la promesa de su advenimiento? Porque desde el día en que los padres durmieron, todas las cosas permanecen así como desde el principio de la creación.
