Genesi 1:1	Nel principio Dio creò i cieli e la terra.
Isaia 24:5	La terra è profanata dai suoi abitanti, perché essi hanno trasgredito le leggi, hanno violato il comandamento, hanno infranto l’alleanza eterna.
Isaia 24:6	Perciò una maledizione ha divorato la terra, e i suoi abitanti ne portano la pena; perciò gli abitanti della terra sono consumati, e poca è la gente che ne è rimasta.
Isaia 24:7	Il mosto è in lutto, la vigna langue, tutti quelli che avevano la gioia nel cuore sospirano.
Isaia 24:8	L’allegria dei tamburelli è cessata, il chiasso dei festanti è finito, il suono allegro dell’arpa è cessato.
Isaia 24:9	Non si beve più vino in mezzo ai canti, la bevanda alcolica è amara ai bevitori.
Isaia 24:10	La città deserta è in rovina; ogni casa è serrata, nessuno più vi entra.
Isaia 24:11	Per le strade si odono lamenti, perché non c’è vino; ogni gioia è tramontata, l’allegrezza se n’è andata dalla terra.
Isaia 24:12	Nella città non resta che la desolazione, e la porta sfondata cade in rovina.
Isaia 24:13	Poiché avviene in mezzo alla terra, fra i popoli, quel che avviene quando si scuotono gli ulivi, quando si racimola dopo la vendemmia.
Isaia 24:14	I superstiti alzano la voce, mandano grida di gioia, acclamano dal mare la maestà dell’Eterno:
Isaia 24:15	“Glorificate dunque l’Eterno nelle regioni dell’aurora, glorificate il nome dell’Eterno, il Dio d’Israele, nelle isole del mare”.
Isaia 24:16	Dall’estremità della terra udiamo cantare: “Gloria al giusto!”. Ma io dico: “Ahi misero me! Ahi misero me! Guai a me!”. I perfidi agiscono perfidamente, sì, i perfidi raddoppiano in perfidia.
Isaia 24:17	Spavento, fossa, insidia ti sovrastano, o abitante della terra!
Isaia 24:18	E avverrà che chi fuggirà dinanzi alle grida di spavento cadrà nella fossa; e chi risalirà dalla fossa resterà preso nell’insidia. Poiché si apriranno dall’alto le cateratte, e le fondamenta della terra tremeranno.
Isaia 24:19	La terra si schianterà tutta; la terra si screpolerà interamente, la terra tremerà, traballerà.
Isaia 24:20	La terra barcollerà come un ebbro, vacillerà come una capanna. Il suo peccato grava su di lei: essa cade, e non si rialzerà mai più.
Isaia 24:21	In quel giorno, l’Eterno punirà nei luoghi eccelsi l’esercito di lassù, e giù sulla terra, i re della terra;
Isaia 24:22	saranno radunati assieme, come si fa dei prigionieri nel carcere sotto terra; saranno rinchiusi nella prigione, e dopo un gran numero di giorni saranno puniti.
Isaia 24:23	La luna sarà coperta di rossore, e il sole di vergogna; poiché l’Eterno degli eserciti regnerà sul monte Sion e a Gerusalemme, fulgido di gloria in presenza dei suoi anziani.
Isaia 25:1	O Eterno, tu sei il mio Dio; io ti esalterò, celebrerò il tuo nome, perché hai fatto cose meravigliose; i tuoi propositi, concepiti da tempo, sono fedeli e stabili.
Isaia 25:2	Poiché tu hai ridotto la città in un mucchio di pietre, la città forte in un monte di rovine; il castello degli stranieri non è più una città, non sarà mai più riedificato.
Isaia 25:3	Perciò il popolo forte ti glorifica, le città delle nazioni possenti ti temono,
Isaia 25:4	poiché tu sei stato una fortezza per il povero, una fortezza per il misero nella sua distretta, un rifugio contro la tempesta, un’ombra contro l’arsura, poiché il soffio dei tiranni era come una tempesta che batte la muraglia.
Isaia 25:5	Come il calore è domato in una terra arida, così tu hai domato il tumulto degli stranieri; come il calore è diminuito dall’ombra di una nuvola, così il canto dei tiranni è stato abbassato.
Isaia 25:6	L’Eterno degli eserciti preparerà su questo monte a tutti i popoli un convito di cibi succulenti, un convito di vini vecchi, di cibi succulenti, pieni di midollo, di vini vecchi, filtrati.
Isaia 25:7	Distruggerà su quel monte il velo che copre la faccia di tutti i popoli, e la coperta stesa su tutte le nazioni.
Isaia 25:8	Annienterà per sempre la morte; il Signore, l’Eterno, asciugherà le lacrime da ogni viso, toglierà via da tutta la terra l’onta del suo popolo, perché l’Eterno ha parlato.
Isaia 25:9	In quel giorno, si dirà: “Ecco, questo è il nostro Dio: in lui abbiamo sperato, ed egli ci ha salvato. Questo è l’Eterno in cui abbiamo sperato; esultiamo, rallegriamoci per la sua salvezza”.
Isaia 25:10	Poiché la mano dell’Eterno riposerà su questo monte, mentre Moab sarà trebbiato sulla sua terra come si pigia la paglia nel letamaio.
Isaia 25:11	In mezzo al letamaio egli stenderà le mani come le stende il nuotatore per nuotare, ma l’Eterno farà cadere la sua superbia con le trame che ha ordito.
Isaia 25:12	E l’alta fortezza delle tue mura egli la demolirà, la abbatterà, la atterrerà fin nella polvere.
Isaia 26:1	In quel giorno, si canterà questo cantico nel paese di Giuda: “Noi abbiamo una città forte; l’Eterno vi pone la salvezza per mura e per bastioni.
Isaia 26:2	Aprite le porte ed entri la nazione retta, che si mantiene fedele.
Isaia 26:3	Colui che è fermo nei suoi sentimenti, tu lo preservi nella pace, nella pace, perché in te confida.
Isaia 26:4	Confidate in perpetuo nell’Eterno, poiché l’Eterno, sì l’Eterno, è la roccia dei secoli.
Isaia 26:5	Egli ha umiliato quelli che stavano in alto; Egli ha abbassato la città elevata, l’ha abbassata fino a terra, l’ha stesa nella polvere;
Isaia 26:6	i piedi la calpestano, i piedi del povero, vi passano sopra i deboli”.
Isaia 26:7	La via del giusto è diritta; tu rendi perfettamente piano il sentiero del giusto.
Isaia 26:8	Sulla via dei tuoi giudizi, o Eterno, noi ti abbiamo aspettato. Al tuo nome, al tuo ricordo anela la nostra anima.
Isaia 26:9	Con la mia anima ti desidero durante la notte; con lo spirito che è dentro di me, ti cerco; poiché, quando i tuoi giudizi si compiono sulla terra, gli abitanti del mondo imparano la rettitudine.
Isaia 26:10	Se si fa grazia all’empio, egli non impara la rettitudine; agisce da perverso nel paese dell’integrità, e non considera la maestà dell’Eterno.
Isaia 26:11	O Eterno, la tua mano è alzata, ma quelli non la scorgono. Essi vedranno lo zelo che hai per il tuo popolo, e saranno confusi; il fuoco divorerà i tuoi nemici.
Isaia 26:12	O Eterno, tu ci darai la pace; poiché sei tu che compi ogni nostra opera per noi.
Isaia 26:13	O Eterno, Dio nostro, altri signori, all’infuori di te, hanno dominato su di noi, ma grazie a te solo noi possiamo celebrare il tuo nome.
Isaia 26:14	Quelli sono morti, e non rivivranno più; sono ombre, e non risorgeranno più; tu li hai così puniti, li hai distrutti, ne hai fatto perire ogni ricordo.
Isaia 26:15	Tu hai aumentato la nazione, o Eterno! Hai aumentato la nazione, ti sei glorificato, hai allargato tutti i confini del paese.
Isaia 26:16	O Eterno, nella distretta essi ti hanno cercato; si sono effusi in umile preghiera, quando il tuo castigo li colpiva.
Isaia 26:17	Come una donna incinta che sta per partorire si contorce e grida in mezzo alle sue doglie, così siamo stati noi dinanzi a te, o Eterno.
Isaia 26:18	Abbiamo concepito, siamo stati in doglie e, quando abbiamo partorito, era vento; non abbiamo recato alcuna salvezza al paese, e non sono nati degli abitanti del mondo.
Isaia 26:19	Rivivano i tuoi morti! Risorgano i miei cadaveri! Svegliatevi e giubilate, o voi che abitate nella polvere! Poiché la tua rugiada è come la rugiada dell’aurora, e la terra ridarà alla vita le ombre.
Isaia 26:20	Va’, o mio popolo, entra nelle tue camere, chiudi le tue porte dietro a te; nasconditi per un istante, finché sia passata l’indignazione.
Isaia 26:21	Poiché, ecco, l’Eterno esce dalla sua dimora per punire l’iniquità degli abitanti della terra; e la terra metterà allo scoperto il sangue che ha bevuto, e non terrà più coperti gli uccisi.
Isaia 27:1	In quel giorno, l’Eterno punirà con la sua spada dura, grande e forte il leviatano, l’agile serpente, il leviatano, il serpente tortuoso, e ucciderà il mostro che è nel mare.
Isaia 27:2	In quel giorno, cantate la vigna dal vino vermiglio.
Isaia 27:3	Io, l’Eterno, ne sono il guardiano, io la irrigo ad ogni istante; la custodisco notte e giorno, affinché nessuno la danneggi.
Isaia 27:4	Nessuna ira è in me. Ah! Se dovessi combattere contro rovi e pruni, io muoverei contro di loro, e li brucerei tutti assieme,
Isaia 27:5	a meno che non mi si prenda per rifugio, che non si faccia la pace con me, che non si faccia la pace con me.
Isaia 27:6	In avvenire, Giacobbe metterà radice, Israele fiorirà e germoglierà, e copriranno di frutta la faccia della terra.
Isaia 27:7	L’Eterno ha forse colpito il suo popolo come ha colpito quelli che colpivano lui? L’ha egli ucciso come ha ucciso quelli che uccidevano lui?
Isaia 27:8	Tu l’hai punito con misura, mandandolo lontano, portandolo via con il tuo soffio impetuoso, in un giorno di vento orientale.
Isaia 27:9	In questo modo è stata espiata l’iniquità di Giacobbe, e questo è il frutto della rimozione del suo peccato: che egli ha ridotto tutte le pietre degli altari come pietre di calce frantumate, tanto che gli idoli d’Astarte e le colonne solari non risorgeranno più.
Isaia 27:10	La città forte è una solitudine, una dimora disabitata, abbandonata come il deserto; vi pascoleranno i vitelli, vi giaceranno, e ne divoreranno gli arbusti.
Isaia 27:11	Quando i rami saranno secchi, saranno rotti; e verranno le donne a bruciarli; poiché è un popolo senza intelligenza; perciò colui che l’ha fatto non ne avrà compassione, colui che l’ha formato non gli farà grazia.
Isaia 27:12	In quel giorno, l’Eterno scuoterà i suoi frutti, dal corso del fiume al torrente d’Egitto; e voi sarete raccolti ad uno ad uno, o figli d’Israele.
Isaia 27:13	E in quel giorno suonerà una gran tromba; e quelli che erano perduti nel paese d’Assiria, e quelli che erano dispersi nel paese d’Egitto verranno e si prostreranno dinanzi all’Eterno, sul monte santo, a Gerusalemme.
Isaia 28:1	Guai alla superba corona degli ubriachi di Efraim, e al fiore che appassisce, splendido ornamento che sta sul capo della grassa valle degli storditi dal vino!
Isaia 28:2	Ecco venire, da parte del Signore, un uomo forte, potente, come una tempesta di grandine, un uragano distruttore, come una piena di grandi acque che straripano; egli getta quella corona a terra con violenza.
Isaia 28:3	La superba corona degli ubriachi di Efraim sarà calpestata;
Isaia 28:4	e il fiore che appassisce, lo splendido ornamento che sta sul capo della grassa valle sarà come il fico primaticcio prima dell’estate; appena uno lo scorge, lo ha in mano e lo trangugia.
Isaia 28:5	In quel giorno, l’Eterno degli eserciti sarà una splendida corona, un diadema d’onore per il resto del suo popolo,
Isaia 28:6	uno spirito di giustizia per colui che siede come giudice, la forza di quelli che respingono il nemico fino alle sue porte.
Isaia 28:7	Ma anche questi barcollano per il vino, e vacillano per le bevande inebrianti; sacerdote e profeta barcollano per le bevande inebrianti, affogano nel vino, vacillano per le bevande inebrianti, barcollano quando profetizzano, tentennano quando rendono giustizia.
Isaia 28:8	Tutte le tavole sono piene di vomito, di lordure, non v’è più posto pulito.
Isaia 28:9	“A chi vuole egli dare insegnamenti? A chi vuole egli far capire la lezione? A dei bambini appena svezzati, staccati dalle mammelle?
Isaia 28:10	Poiché è un continuo dare precetto dopo precetto, precetto dopo precetto, regola dopo regola, regola dopo regola, un poco qui, un poco là”.
Isaia 28:11	Ebbene, sarà mediante labbra balbuzienti e mediante una lingua barbara che l’Eterno parlerà a questo popolo.
Isaia 28:12	Egli aveva detto loro: “Ecco il riposo: lasciar riposare lo stanco; questo è il refrigerio”.
Isaia 28:13	Ma quelli non hanno voluto ascoltare; e la parola dell’Eterno è stata per loro precetto dopo precetto, precetto dopo precetto, regola dopo regola, regola dopo regola, un poco qui, un poco là, affinché essi andassero a cadere a rovescio, fossero fiaccati, presi al laccio e catturati.
Isaia 28:14	Ascoltate dunque la parola dell’Eterno, o schernitori, che dominate questo popolo di Gerusalemme.
Isaia 28:15	Voi dite: “Noi abbiam fatto alleanza con la morte, abbiamo stipulato un patto con il soggiorno dei morti; quando l’inondante flagello passerà, non giungerà fino a noi perché abbiamo fatto della menzogna il nostro rifugio e ci siamo messi al sicuro dietro alla frode”.
Isaia 28:16	Perciò così parla il Signore, l’Eterno: “Ecco, io ho posto come fondamento in Sion una pietra, una pietra provata, una pietra angolare preziosa, un fondamento solido; chi confiderà in essa non avrà fretta di fuggire.
Isaia 28:17	Io prenderò la giustizia come livella, e la rettitudine come piombino; la grandine spazzerà via il rifugio di menzogna, e le acque inonderanno il vostro nascondiglio.
Isaia 28:18	La vostra alleanza con la morte sarà annullata, e il vostro patto con il soggiorno dei morti non reggerà; quando l’inondante flagello passerà, voi sarete da esso calpestati.
Isaia 28:19	Ogni volta che passerà, vi afferrerà: poiché passerà mattina dopo mattina, di giorno e di notte; e sarà spaventoso imparare una tale lezione.
Isaia 28:20	Poiché il letto sarà troppo corto per distendervisi, e la coperta troppo stretta per avvolgervisi.
Isaia 28:21	Poiché l’Eterno si leverà come al monte Perazim, si adirerà come nella valle di Gabaon, per fare la sua opera, la sua opera singolare, per compiere il suo lavoro, lavoro inaudito.
Isaia 28:22	Ora dunque, non fate gli schernitori, affinché i vostri legami non si rafforzino. Poiché io ho udito, da parte del Signore, dell’Eterno degli eserciti, che è deciso uno sterminio completo di tutto il paese.
Isaia 28:23	Porgete orecchio, e date ascolto alla mia voce. State attenti, e ascoltate la mia parola.
Isaia 28:24	L’agricoltore ara forse sempre per seminare? Rompe ed erpica sempre la sua terra?
Isaia 28:25	Quando ne ha appianato la superficie, non vi semina forse l’aneto, non vi sparge il cumino, non vi mette il frumento a solchi, l’orzo nel luogo designato, e il farro entro i limiti ad esso assegnati?
Isaia 28:26	Il suo Dio gli insegna la regola da seguire e lo ammaestra.
Isaia 28:27	L’aneto non si trebbia con la trebbia, né si fa passare sul cumino la ruota del carro; ma l’aneto si batte con il bastone, e il cumino con la verga.
Isaia 28:28	Si trebbia il grano; nondimeno, non lo si trebbia sempre; vi si fanno passare sopra la ruota del carro e i cavalli, ma non si schiaccia.
Isaia 28:29	Anche questo procede dall’Eterno degli eserciti; meravigliosi sono i suoi propositi, grande è la sua sapienza.
Isaia 29:1	Guai ad Ariel, ad Ariel, città dove accampò Davide! Aggiungete anno ad anno, compiano le feste il loro ciclo!
Isaia 29:2	Poi ridurrò Ariel alle strette; vi saranno lamenti e gemiti, ed ella mi sarà come un Ariel.
Isaia 29:3	Io porrò il mio campo attorno a te come un cerchio, io ti cingerò di fortilizi, eleverò contro di te opere d’assedio.
Isaia 29:4	Sarai abbassata, parlerai da terra, e la tua parola uscirà sommessamente dalla polvere; la tua voce salirà dal suolo come quella di uno spettro, e la tua parola sorgerà dalla polvere come un bisbiglio.
Isaia 29:5	Ma la moltitudine dei tuoi nemici diventerà come polvere minuta, e la folla di quelli terribili come pula che vola; e ciò avverrà ad un tratto, in un attimo.
Isaia 29:6	Sarà una visitazione dell’Eterno degli eserciti con tuoni, terremoti e grandi rumori, con turbine, tempesta, con fiamma di fuoco divorante.
Isaia 29:7	E la folla di tutte le nazioni che marciano contro Ariel, di tutti quelli che attaccano lei e la sua cittadella, e la riducono alle strette, sarà come un sogno, come una visione notturna.
Isaia 29:8	E come un affamato sogna ed ecco che mangia, poi si sveglia e ha lo stomaco vuoto, e come uno che ha sete sogna che beve, poi si sveglia ed eccolo stanco e assetato, così avverrà della folla di tutte le nazioni che marciano contro il monte Sion.
Isaia 29:9	Stupitevi pure, sarete stupiti. Chiudete pure gli occhi, diventerete ciechi. Costoro sono ubriachi, ma non di vino; barcollano, ma non per bevande forti.
Isaia 29:10	È l’Eterno che ha riversato su di voi uno spirito di torpore; ha chiuso i vostri occhi (i profeti), ha velato i vostri capi (i veggenti).
Isaia 29:11	Tutte le visioni profetiche sono divenute per voi come le parole di uno scritto sigillato che si desse a uno che sa leggere, dicendogli: “Ti prego, leggi questo”, il quale risponderebbe: “Non posso perché è sigillato”.
Isaia 29:12	Ovvero come uno scritto che si desse a uno che non sa leggere, dicendogli: “Ti prego, leggi questo”, il quale risponderebbe: “Non so leggere”.
Isaia 29:13	Il Signore ha detto: “Poiché questo popolo si avvicina a me con la bocca e mi onora con le labbra, mentre il suo cuore è lontano da me e il timore che ha di me non è altro che un comandamento imparato dagli uomini,
Isaia 29:14	ecco che io continuerò a fare tra questo popolo delle meraviglie, meraviglie su meraviglie; e la saggezza dei suoi saggi perirà, e l’intelligenza dei suoi intelligenti sparirà.
Isaia 29:15	Guai a quelli che scavano in profondità per nascondere i loro propositi all’Eterno, che compiono le loro opere nelle tenebre, e dicono: “Chi ci vede? Chi ci conosce?”.
Isaia 29:16	Che perversità è la vostra! Il vasaio sarà forse reputato al pari dell’argilla tanto che l’opera dica dell’operaio: “Egli non mi ha fatto”, tanto che il vaso dica del vasaio: “Non ci capisce nulla”?
Isaia 29:17	Ancora un brevissimo tempo, e il Libano sarà mutato in un frutteto, e il frutteto sarà considerato come una foresta.
Isaia 29:18	In quel giorno, i sordi udranno le parole del libro, e, liberati dall’oscurità e dalle tenebre, gli occhi dei ciechi vedranno;
Isaia 29:19	gli umili avranno abbondanza di gioia nell’Eterno, e i più poveri tra gli uomini esulteranno nel Santo d’Israele.
Isaia 29:20	Poiché il violento non sarà più, il beffardo sarà distrutto, e saranno recisi tutti quelli che vegliano per commettere iniquità,
Isaia 29:21	che condannano un uomo per una parola, che tendono tranelli a chi difende le cause alla porta, e violano il diritto del giusto per un nulla.
Isaia 29:22	Perciò così dice l’Eterno alla casa di Giacobbe, l’Eterno che riscattò Abrahamo: “Giacobbe non avrà più da vergognarsi, e la sua faccia non impallidirà più.
Isaia 29:23	Poiché quando i suoi figli vedranno in mezzo a loro l’opera delle mie mani, santificheranno il mio nome, santificheranno il Santo di Giacobbe, e temeranno grandemente il Dio d’Israele;
Isaia 29:24	i traviati di spirito giungeranno alla comprensione, e i mormoratori accetteranno l’istruzione”.
Isaia 30:1	“Guai”, dice l’Eterno, “ai figli ribelli che formano dei propositi, ma senza di me, che contraggono alleanze, ma senza il mio spirito, per accumulare peccato su peccato;
Isaia 30:2	che vanno giù in Egitto senza avere consultato la mia bocca, per rifugiarsi sotto la protezione di Faraone, e cercare rifugio all’ombra dell’Egitto!
Isaia 30:3	Ma la protezione di Faraone vi sarà di ignominia, e il rifugio all’ombra dell’Egitto di umiliazione.
Isaia 30:4	I principi di Giuda sono già a Zoan, e i suoi ambasciatori sono già arrivati ad Anes;
Isaia 30:5	ma tutti arrossiscono per un popolo che a nulla giova loro, che non reca aiuto né giovamento alcuno, ma è la loro onta e la loro vergogna.
Isaia 30:6	È pronto il carico delle bestie per il meridione; attraverso un paese di distretta e di angoscia, da cui vengono la leonessa e il leone, la vipera e il serpente ardente che vola, essi portano le loro ricchezze sul dorso degli asinelli e i loro tesori sulla gobba dei cammelli, a un popolo che non gioverà loro nulla.
Isaia 30:7	Poiché il soccorso dell’Egitto è un soffio, una vanità; per questo io chiamo quel paese: ‘Gran rumore per nulla’.
Isaia 30:8	Ora vieni e traccia queste cose in loro presenza sopra una tavola, e scrivile in un libro, perché rimangano per i giorni a venire, sempre, in perpetuo.
Isaia 30:9	Poiché questo è un popolo ribelle, sono dei figli bugiardi, dei figli che non vogliono ascoltare la legge dell’Eterno,
Isaia 30:10	che dicono ai veggenti: ‘Non vedete!’, e a quelli che hanno delle visioni: ‘Non ci annunciate visioni di cose vere! Diteci delle cose piacevoli, profetizzateci delle chimere!
Isaia 30:11	Lasciate la via, abbandonate il sentiero, toglieteci dinanzi agli occhi il Santo d’Israele!’”.
Isaia 30:12	Perciò così dice il Santo d’Israele: “Poiché voi disprezzate questa parola e confidate nell’oppressione e nelle vie perverse, e ne fate il vostro appoggio,
Isaia 30:13	questa iniquità sarà per voi come una breccia che minaccia rovina, una sporgenza in un alto muro, il cui crollo avviene a un tratto, in un istante,
Isaia 30:14	e che si spezza come si spezza un vaso del vasaio che uno frantuma senza pietà, e tra i rottami del quale non si trova frammento che serva a prendere del fuoco dal focolare o ad attingere dell’acqua dalla cisterna”.
Isaia 30:15	Poiché così aveva detto il Signore, l’Eterno, il Santo d’Israele: “Nel tornare a me e nel tenervi in riposo starà la vostra salvezza; nella calma e nella fiducia starà la vostra forza; ma voi non l’avete voluto.
Isaia 30:16	Avete detto: ‘No, noi galopperemo sui nostri cavalli’. E per questo galopperete. E: ‘Cavalcheremo su veloci destrieri’. E per questo quelli che vi inseguiranno saranno veloci.
Isaia 30:17	Mille di voi fuggiranno alla minaccia di uno solo; alla minaccia di cinque vi darete alla fuga, finché rimarrete come un palo in vetta a un monte, come uno stendardo sopra un colle”.
Isaia 30:18	Perciò l’Eterno aspetterà per farvi grazia, poi si leverà per avere compassione di voi; poiché l’Eterno è un Dio di giustizia. Beati tutti quelli che sperano in lui!
Isaia 30:19	Poiché, o popolo di Sion che abiti a Gerusalemme, tu non piangerai più. Egli, di certo, ti farà grazia all’udire il tuo grido; appena ti avrà udito, ti risponderà.
Isaia 30:20	E il Signore vi darà, sì, del pane d’angoscia e dell’acqua d’oppressione, ma quelli che ti ammaestrano non dovranno più nascondersi; e i tuoi occhi vedranno chi ti ammaestra;
Isaia 30:21	e quando andrete a destra o quando andrete a sinistra, le tue orecchie udranno dietro di te una voce che dirà: “‘Questa è la via; camminate in essa”.
Isaia 30:22	E considererete come cose contaminate le vostre immagini scolpite ricoperte d’argento e le vostre immagini fuse rivestite d’oro; le getterete via come una cosa impura; “Fuori di qui!”, direte loro.
Isaia 30:23	Egli ti darà la pioggia per la semenza con cui avrai seminato il suolo, e il pane, che il suolo produrrà saporito e abbondante; e, in quel giorno, il tuo bestiame pascolerà in vasti pascoli;
Isaia 30:24	i buoi e gli asini che lavorano la terra mangeranno foraggi salati, ventilati con la pala e il ventilabro.
Isaia 30:25	Sopra ogni alto monte e sopra ogni elevato colle vi saranno ruscelli, acque correnti, nel giorno del gran massacro, quando cadranno le torri.
Isaia 30:26	La luce della luna sarà come la luce del sole, e la luce del sole sarà sette volte più viva, come la luce di sette giorni assieme, nel giorno in cui l’Eterno fascerà la ferita del suo popolo e guarirà la piaga da lui fatta con le sue percosse.
Isaia 30:27	Ecco, il nome dell’Eterno viene da lontano; la sua ira è ardente, grande ne è il peso; le sue labbra sono piene di indignazione, la sua lingua è come un fuoco divorante;
Isaia 30:28	il suo fiato è come un torrente che straripa, che arriva fino al collo. Egli viene a vagliare le nazioni con il vaglio della distruzione e a mettere, tra le mascelle dei popoli, un freno che li faccia fuorviare.
Isaia 30:29	Allora intonerete dei canti, come la notte quando si celebra una festa; e avrete la gioia nel cuore, come colui che cammina al suono del flauto per andare al monte dell’Eterno, alla Rocca d’Israele.
Isaia 30:30	E l’Eterno farà udire la sua voce maestosa, e mostrerà come colpisce con il suo braccio nel furore della sua ira, tra le fiamme di un fuoco divorante, in mezzo alla tempesta, a un diluvio di pioggia, a una gragnuola di sassi.
Isaia 30:31	Poiché, alla voce dell’Eterno, l’Assiro sarà costernato; l’Eterno lo colpirà con il suo bastone;
Isaia 30:32	ed ogni passaggio del flagello destinatogli che l’Eterno gli farà piombare addosso sarà accompagnato dal suono di tamburelli e di cetre; l’Eterno combatterà contro di lui a colpi raddoppiati.
Isaia 30:33	Poiché, da lungo tempo Tofet è preparato; è pronto anche per il re; è profondo e ampio; sul suo rogo vi sono del fuoco e legna in abbondanza; il soffio dell’Eterno, come un torrente di zolfo, sta per accenderlo.
Isaia 31:1	Guai a quelli che scendono in Egitto in cerca di soccorso, e si appoggiano sui cavalli, e confidano nei carri perché sono numerosi, e nei cavalieri, perché molto potenti, ma non guardano al Santo d’Israele, e non cercano l’Eterno!
Isaia 31:2	Eppure, anche lui è saggio; fa venire il male, e non revoca le sue parole; ma insorge contro la casa dei malvagi, e contro il soccorso degli artefici di iniquità.
Isaia 31:3	Ora, gli Egiziani sono uomini, e non Dio; i loro cavalli sono carne, e non spirito; e quando l’Eterno stenderà la sua mano, il protettore inciamperà, cadrà il protetto, e periranno tutti assieme.
Isaia 31:4	Poiché così mi ha detto l’Eterno: “Come il leone o il leoncello rugge sulla sua preda e — quando una folla di pastori gli viene chiamata contro — non si spaventa alla loro voce né si lascia intimidire dallo strepito che fanno, così scenderà l’Eterno degli eserciti a combattere sul monte Sion e sul suo colle.
Isaia 31:5	Come gli uccelli spiegano le ali sulla loro nidiata, così l’Eterno degli eserciti proteggerà Gerusalemme; la proteggerà, la libererà, la risparmierà, la farà scampare”.
Isaia 31:6	Tornate a colui dal quale vi siete così profondamente allontanati, o figli d’Israele!
Isaia 31:7	Poiché, in quel giorno, ognuno getterà via i suoi idoli d’argento e i suoi idoli d’oro, che le vostre proprie mani hanno fatto per peccare.
Isaia 31:8	Allora l’Assiro cadrà per una spada non d’uomo, e una spada che non è d’uomo lo divorerà; ed egli fuggirà dinanzi alla spada, e i suoi giovani saranno asserviti.
Isaia 31:9	La sua rocca fuggirà spaventata, e i suoi principi saranno atterriti dinanzi al vessillo, dice l’Eterno che ha il suo fuoco a Sion e la sua fornace a Gerusalemme.
Isaia 32:1	Ecco, un re regnerà secondo rettitudine, e i principi governeranno con equità.
Isaia 32:2	Ognuno di loro sarà come un riparo dal vento, come un rifugio contro l’uragano, come dei corsi d’acqua in un luogo arido, come l’ombra di una grande roccia in una terra che langue.
Isaia 32:3	Gli occhi di quelli che vedono non saranno più accecati, e gli orecchi di quelli che odono staranno attenti.
Isaia 32:4	Il cuore degli sconsiderati capirà la conoscenza, e la lingua dei balbuzienti parlerà spedita e distinta.
Isaia 32:5	Lo scellerato non sarà più chiamato nobile, e l’impostore non sarà più chiamato magnanimo.
Isaia 32:6	Poiché lo scellerato proferisce scelleratezze e il suo cuore si dà all’iniquità per commettere cose empie e dire cose malvage contro l’Eterno; per lasciare vuota l’anima di chi ha fame, e far mancare la bevanda a chi ha sete.
Isaia 32:7	Le armi dell’impostore sono malvagie; egli forma propositi criminosi per distruggere il misero con parole bugiarde, e il bisognoso quando afferma il giusto.
Isaia 32:8	Ma l’uomo nobile forma propositi nobili, e si erge a pro di cose nobili.
Isaia 32:9	O donne spensierate, alzatevi, e ascoltate la mia voce! O figlie troppo fiduciose, porgete orecchio alla mia parola!
Isaia 32:10	Fra un anno e qualche giorno, voi tremerete, o donne troppo fiduciose, poiché la vendemmia è passata, e non si farà raccolta.
Isaia 32:11	Abbiate spavento, o donne spensierate! Tremate, o troppo fiduciose! Spogliatevi, denudatevi, cingetevi di cilicio i fianchi,
Isaia 32:12	picchiandovi il seno a motivo dei campi già così belli, e delle vigne già così feconde.
Isaia 32:13	Sulla terra del mio popolo, cresceranno pruni e rovi; sì, su tutte le case di gioia della città gioconda.
Isaia 32:14	Poiché il palazzo sarà abbandonato, la città rumorosa sarà resa deserta, la collina e la torre saranno per sempre ridotte in caverne, in luogo di spasso per gli asini selvatici e di pascolo per le greggi,
Isaia 32:15	finché su di noi sarà sparso lo spirito dall’alto e il deserto diverrà un frutteto, e il frutteto sarà considerato come una foresta.
Isaia 32:16	Allora l’equità abiterà nel deserto, e la rettitudine avrà la sua dimora nel frutteto.
Isaia 32:17	Il frutto della rettitudine sarà la pace, e l’effetto della rettitudine tranquillità e sicurezza per sempre.
Isaia 32:18	Il mio popolo abiterà in un soggiorno di pace, in dimore sicure, in quieti luoghi di riposo.
Isaia 32:19	Ma la foresta cadrà sotto la grandine, e la città sarà profondamente abbassata.
Isaia 32:20	Beati voi che seminate in riva a tutte le acque, e che lasciate andare libero il piede del bue e dell’asino!
Isaia 33:1	Guai a te che devasti e non sei stato devastato, che sei perfido e non ti è stata usata perfidia! Quando avrai finito di devastare sarai devastato; quando avrai finito di esser perfido ti sarà usata perfidia.
Isaia 33:2	O Eterno, abbi pietà di noi! Noi speriamo in te. Sii tu il braccio del popolo ogni mattina, la nostra salvezza in tempo di distretta!
Isaia 33:3	Alla tua voce tonante fuggono i popoli, quando ti ergi si disperdono le nazioni.
Isaia 33:4	Il vostro bottino sarà mietuto, come miete il bruco; un altro vi si precipiterà sopra, come si precipita la locusta.
Isaia 33:5	L’Eterno è esaltato perché abita in alto; egli riempie Sion di equità e di rettitudine.
Isaia 33:6	I tuoi giorni saranno resi sicuri; la saggezza e la conoscenza sono una ricchezza di liberazione, il timore dell’Eterno è il tesoro di Sion.
Isaia 33:7	Ecco, i loro eroi gridano da fuori, i messaggeri di pace piangono amaramente.
Isaia 33:8	Le strade sono deserte, nessuno passa più per le vie. Il nemico ha infranto il patto, disprezza le città, non tiene in alcun conto gli uomini.
