Mateus 1:1	Livro da geração de Jesus Cristo, filho de Davi, filho de Abraão.
Judas 1:4	Porque se introduziram alguns, que já dantes estavam marcados para esta mesma condenação, homens ímpios, que convertem em dissolução a graça de Deus, e negam a Deus, único Soberano e Senhor nosso, Jesus Cristo.
Judas 1:5	Porém quero lembrar-vos, como a quem já uma vez soube isto, que, havendo o Senhor salvo um povo tirando-o da terra do Egito, destruiu depois os que não creram;
Judas 1:6	E aos anjos que não guardaram o seu estado original, mas deixaram a sua própria habitação, reservou debaixo da escuridão, e em prisões eternas até o juízo daquele grande dia;
Judas 1:7	Como Sodoma e Gomorra, e as cidades circunvizinhas, que, havendo fornicado como aqueles, e ido após outra carne, foram postas como exemplo, sofrendo a pena do fogo eterno.
Judas 1:8	E contudo também estes, semelhantemente adormecidos, contaminam a carne, e rejeitam a dominação, e vituperam as dignidades.
Judas 1:9	Porém Miguel, o arcanjo, quando contendia com o diabo, e disputava a respeito do corpo de Moisés, não ousou pronunciar juízo de maldição contra ele; porém disse: O Senhor te repreenda.
Judas 1:10	Estes, porém, falam mal do que não sabem; e o que naturalmente conhecem, como animais irracionais, nisso se corrompem.
Judas 1:11	Ai deles! porque entraram pelo caminho de Caim, e foram levados pelo erro do galardão de Balaão, e pereceram pela contradição de Coré.
Judas 1:12	Estes são manchas em vossas festas de caridade, banqueteando-se convosco, e apascentando-se a si mesmos sem temor; são nuvens sem água, levadas dos ventos de uma a outra parte; são como árvores murchas, infrutíferas, duas vezes mortas, desarraigadas;
Judas 1:13	Ondas impetuosas do mar, que escumam as suas próprias abominações; estrelas errantes, para os quais está eternamente reservada a escuridão das trevas.
Judas 1:14	E destes profetizou também Enoque, o sétimo depois de Adão, dizendo: Eis que vem o Senhor com milhares de seus santos;
Judas 1:15	Para executar juízo contra todos e castigar dentre eles todos os ímpios, por todas as suas obras de impiedade, que impiamente cometeram, e por todas as duras palavras que os ímpios pecadores disseram contra ele.
Judas 1:16	Estes são murmuradores, queixosos da sua sorte, andando segundo as suas concupiscências, e cuja boca fala coisas muito arrogantes, admirando as pessoas por causa do proveito.
Judas 1:17	Mas vós, amados, lembrai-vos das palavras que vos foram preditas pelos apóstolos de nosso Senhor Jesus Cristo;
Judas 1:18	Como vos diziam que haveria escarnecedores nos últimos tempos que andariam segundo as suas ímpias concupiscências.
Judas 1:19	Estes são os que causam divisões, sensuais, que não têm o Espírito.
Judas 1:20	Mas vós, amados, edificando-vos a vós mesmos sobre a vossa santíssima fé, orando no Espírito Santo,
Judas 1:21	Conservai-vos a vós mesmos no amor de Deus, esperando a misericórdia de nosso Senhor Jesus Cristo para a vida eterna.
Judas 1:22	E apiedai-vos de alguns que estão na dúvida;
Judas 1:23	Mas salvai os outros por temor, e arrebatai-os do fogo, odiando até a roupa manchada da carne.
Judas 1:24	Ora, àquele que é poderoso para vos guardar de tropeçar, e apresentar-vos irrepreensíveis, com alegria, perante a sua glória,
Judas 1:25	Ao único Deus, Salvador nosso, por Jesus Cristo, nosso Senhor, seja glória e majestade, domínio e poder, agora, e para todo o sempre. Amém.
Apocalipse 1:1	Revelação de Jesus Cristo, a qual Deus lhe deu, para mostrar aos seus servos as coisas que brevemente devem acontecer; e pelo seu anjo as enviou, e as notificou a João, seu servo;
Apocalipse 1:2	O qual testificou da palavra de Deus, e do testemunho de Jesus Cristo, e de tudo o que viu.
Apocalipse 1:3	Bem-aventurado aquele que lê, e os que ouvem as palavras desta profecia, e guardam as coisas que nela estão escritas, porque o tempo está próximo.
Apocalipse 1:4	João, às sete igrejas que estão na Ásia: Graça e paz sejam convosco da parte daquele que é, e que era, e que há de vir, e da parte dos sete espíritos que estão diante do seu trono;
Apocalipse 1:5	E da parte de Jesus Cristo, que é a fiel testemunha, o primogênito dentre os mortos e o príncipe dos reis da terra. Aquele que nos amou, e em seu sangue nos lavou dos nossos pecados,
Apocalipse 1:6	E nos fez reis e sacerdotes para Deus e seu Pai; a ele glória e poder para todo o sempre. Amém.
Apocalipse 1:7	Eis que ele vem com as nuvens, e todo olho o verá, até os mesmos que o transpassaram, e todas as tribos da terra se lamentarão sobre ele. Sim. Amém.
Apocalipse 1:8	Eu sou o Alfa e o Ômega, o princípio e o fim, diz o Senhor, que é, e que era, e que há de vir, o Todo-Poderoso.
Apocalipse 1:9	Eu, João, que também sou vosso irmão, e companheiro na aflição, e no reino, e paciência de Jesus Cristo, estava na ilha chamada Patmos, por causa da palavra de Deus, e pelo testemunho de Jesus Cristo.
Apocalipse 1:10	Eu fui arrebatado em espírito no dia do Senhor, e ouvi detrás de mim uma grande voz, como de trombeta,
Apocalipse 1:11	Que dizia: Eu sou o Alfa e o Ômega, o primeiro e o último; e o que vês, escreve-o num livro, e envia-o às sete igrejas que estão na Ásia: a Éfeso, e a Esmirna, e a Pérgamo, e a Tiatira, e a Sardes, e a Filadélfia, e a Laodiceia.
Apocalipse 1:12	E virei-me para ver quem falara comigo. E virando-me, vi sete castiçais de ouro;
Apocalipse 1:13	E no meio dos sete castiçais, um semelhante ao Filho do Homem, vestido até os pés de uma roupa comprida, e cingido, à altura do peito, com um cinto de ouro.
Apocalipse 1:14	E a sua cabeça e cabelos eram brancos como a branca lã, como a neve, e os seus olhos, como chama de fogo;
Apocalipse 1:15	E os seus pés, semelhantes a latão reluzente, como se tivessem sido refinados numa fornalha, e a sua voz, como a voz de muitas águas.
Apocalipse 1:16	E tinha na sua destra sete estrelas; e da sua boca saía uma afiada espada de dois fios; e o seu rosto era como o sol, quando na sua força resplandece.
Apocalipse 1:17	E eu, quando o vi, caí a seus pés como morto; e ele pôs sobre mim a sua destra, dizendo-me: Não temas; eu sou o primeiro e o último;
Apocalipse 1:18	E o que vivo e fui morto; e eis que vivo para todo o sempre. Amém. E tenho as chaves da morte e do inferno.
Apocalipse 1:19	Escreve as coisas que viste e as que são, e as que depois destas hão de acontecer;
Apocalipse 1:20	O mistério das sete estrelas, que viste na minha destra, e dos sete castiçais de ouro. As sete estrelas são os anjos das sete igrejas, e os sete castiçais, que viste, são as sete igrejas.
Apocalipse 2:1	Escreve ao anjo da igreja que está em Éfeso: Isto diz aquele que tem na sua destra as sete estrelas, que anda no meio dos sete castiçais de ouro:
Apocalipse 2:2	Eu conheço as tuas obras, e o teu trabalho, e a tua paciência, e que não podes suportar os maus; e puseste à prova os que dizem ser apóstolos e não o são, e tu os achaste mentirosos.
Apocalipse 2:3	E perseveraste, e tens paciência; e trabalhaste pelo meu nome, e não te cansaste.
Apocalipse 2:4	Porém tenho contra ti que deixaste o teu primeiro amor.
Apocalipse 2:5	Lembra-te, pois, de onde caíste, e arrepende-te, e pratica as primeiras obras; e senão, brevemente a ti virei, e tirarei do seu lugar o teu castiçal, se não te arrependeres.
Apocalipse 2:6	Tens, porém, isto: que odeias as obras dos nicolaítas, as quais eu também odeio.
Apocalipse 2:7	Quem tem ouvidos, ouça o que o Espírito diz às igrejas: Ao que vencer, dar-lhe-ei a comer da árvore da vida, que está no meio do paraíso de Deus.
Apocalipse 2:8	E ao anjo da igreja que está em Esmirna, escreve: Isto diz o primeiro e o último, que foi morto, e reviveu:
Apocalipse 2:9	Eu conheço as tuas obras, e tribulação, e pobreza (porém tu és rico), e a blasfêmia dos que se dizem judeus, e não o são, mas são a sinagoga de Satanás.
Apocalipse 2:10	Nada temas das coisas que hás de padecer. Eis que o diabo lançará alguns de vós na prisão para que sejais tentados; e tereis tribulação de dez dias. Sê fiel até a morte, e dar-te-ei a coroa da vida.
Apocalipse 2:11	Quem tem ouvidos, ouça o que o Espírito diz às igrejas: O que vencer não receberá o dano da segunda morte.
Apocalipse 2:12	E ao anjo da igreja que está em Pérgamo, escreve: Isto diz aquele que tem a espada afiada de dois fios:
Apocalipse 2:13	Eu conheço as tuas obras, e onde habitas, que é onde está o trono de Satanás; e reténs o meu nome, e não negaste a minha fé, ainda nos dias de Antipas, minha fiel testemunha, o qual foi morto entre vós, onde Satanás habita.
Apocalipse 2:14	Porém umas poucas coisas tenho contra ti: que tens lá os que retêm a doutrina de Balaão, o qual ensinava Balaque a lançar tropeços diante dos filhos de Israel, para que comessem dos sacrifícios da idolatria e fornicassem.
Apocalipse 2:15	Assim tens também os que retêm a doutrina dos nicolaítas, o que eu odeio.
Apocalipse 2:16	Arrepende-te, pois; senão, em breve virei a ti, e contra eles batalharei com a espada da minha boca.
Apocalipse 2:17	Quem tem ouvidos, ouça o que o Espírito diz às igrejas: Ao que vencer darei eu a comer do maná escondido, e dar-lhe-ei uma pedra branca, e um novo nome escrito na pedra, o qual ninguém conhece senão aquele que o recebe.
Apocalipse 2:18	E ao anjo da igreja em Tiatira, escreve: Isto diz o Filho de Deus, que tem seus olhos como chama de fogo, e os pés, semelhantes ao latão reluzente:
Apocalipse 2:19	Eu conheço as tuas obras, e amor, e serviço, e fé, e a tua paciência, e as tuas últimas obras, e que as últimas são mais do que as primeiras.
Apocalipse 2:20	Porém umas poucas coisas tenho contra ti: que deixas Jezabel, mulher que se diz profetisa, ensinar e enganar os meus servos, para que forniquem e comam dos sacrifícios da idolatria.
Apocalipse 2:21	E dei-lhe tempo para que se arrependesse da sua fornicação, e não se arrependeu.
Apocalipse 2:22	Eis que a lanço na cama, e numa grande tribulação os que cometem adultério com ela, se não se arrependerem das suas obras.
Apocalipse 2:23	E ferirei de morte os seus filhos; e todas as igrejas saberão que eu sou aquele que esquadrinha mentes e corações. E darei a cada um de vós segundo as vossas obras.
Apocalipse 2:24	Mas eu vos digo a vós, e aos demais que estão em Tiatira, a todos quantos não têm esta doutrina, e não conheceram, como dizem, as profundezas de Satanás, que outra carga não vos porei.
Apocalipse 2:25	Porém o que tendes, retende-o até que eu venha.
Apocalipse 2:26	E ao que vencer, e guardar até o fim as minhas obras, eu lhe darei poder sobre as nações,
Apocalipse 2:27	E com vara de ferro as regerá; serão quebradas como vasos de oleiro, assim como recebi de meu Pai.
Apocalipse 2:28	E dar-lhe-ei a estrela da manhã.
Apocalipse 2:29	Quem tem ouvidos, ouça o que o Espírito diz às igrejas.
Apocalipse 3:1	E ao anjo da igreja que está em Sardes, escreve: Isto diz o que tem os sete espíritos de Deus, e as sete estrelas: Eu conheço as tuas obras, que tens nome de que vives, e estás morto.
Apocalipse 3:2	Sê vigilante, e fortalece o restante que estava para morrer; porque não achei as tuas obras perfeitas diante de Deus.
Apocalipse 3:3	Lembra-te, pois, do que tens recebido e ouvido, e guarda-o, e arrepende-te. E se não velares, virei sobre ti como o ladrão, e não saberás a que hora sobre ti virei.
Apocalipse 3:4	Mas também tens em Sardes algumas pessoas que não contaminaram suas vestes, e comigo andarão de branco, porquanto são dignos disso.
Apocalipse 3:5	O que vencer será vestido de roupas brancas, e de maneira nenhuma riscarei o seu nome do livro da vida; e confessarei o seu nome diante de meu Pai e diante dos seus anjos.
Apocalipse 3:6	Quem tem ouvidos, ouça o que o Espírito diz às igrejas.
Apocalipse 3:7	E ao anjo da igreja que está em Filadélfia, escreve: Isto diz o que é santo, o que é verdadeiro, o que tem a chave de Davi; o que abre, e ninguém fecha; e fecha, e ninguém abre:
Apocalipse 3:8	Eu conheço as tuas obras; eis que diante de ti pus uma porta aberta, e ninguém a pode fechar, porque tens pouca força, e guardaste a minha palavra, e não negaste o meu nome.
Apocalipse 3:9	Eis que eu farei aos da sinagoga de Satanás, dos que se dizem judeus, e não são, mas mentem, eis que eu farei que venham, e adorem prostrados a teus pés, e saibam que eu te amo.
Apocalipse 3:10	Porque guardaste a palavra da minha paciência, também eu te guardarei da hora da tentação que há de vir sobre todo o mundo, para por à prova os que habitam na terra.
Apocalipse 3:11	Eis que venho logo; guarda o que tens, para que ninguém tome a tua coroa.
Apocalipse 3:12	A quem vencer, eu o farei coluna no templo do meu Deus, e dele nunca sairá; e escreverei sobre ele o nome do meu Deus, e o nome da cidade do meu Deus, o da nova Jerusalém, que desce do céu do meu Deus, e o meu novo nome.
Apocalipse 3:13	Quem tem ouvidos, ouça o que o Espírito diz às igrejas.
Apocalipse 3:14	E ao anjo da igreja que está em Laodiceia, escreve: Isto diz o Amém, a testemunha fiel e verdadeira, o princípio da criação de Deus:
Apocalipse 3:15	Eu conheço as tuas obras, que nem és frio nem quente; quem dera fosses frio ou quente!
Apocalipse 3:16	Assim, porque és morno, e nem és frio nem quente, vomitar-te-ei da minha boca.
Apocalipse 3:17	Porque dizes: Rico sou, eu estou enriquecido, e de nada tenho falta; e não sabes que és um desgraçado, e miserável, e pobre, e cego, e nu.
Apocalipse 3:18	Aconselho-te a que de mim compres ouro refinado no fogo, para que te enriqueças; e vestes brancas, para que te vistas, e não apareça a vergonha da tua nudez; e que unjas os teus olhos com colírio, para que vejas;
Apocalipse 3:19	Eu repreendo e castigo a todos quantos amo; sê, pois, zeloso, e arrepende-te.
Apocalipse 3:20	Eis que estou à porta, e bato; se alguém ouvir a minha voz, e abrir a porta, entrarei em sua casa, e com ele cearei, e ele, comigo.
Apocalipse 3:21	Ao que vencer lhe concederei que se assente comigo no meu trono, assim como eu venci, e me assentei com meu Pai no seu trono.
Apocalipse 3:22	Quem tem ouvidos, ouça o que o Espírito diz às igrejas.
Apocalipse 4:1	Depois dessas coisas, olhei, e eis que estava uma porta aberta no céu; e a primeira voz, que como de uma trombeta eu ouvira falar comigo, disse: Sobe aqui, e mostrar-te-ei as coisas que depois destas devem acontecer.
Apocalipse 4:2	E logo fui arrebatado em espírito, e eis que um trono estava posto no céu, e um assentado sobre o trono.
Apocalipse 4:3	E o que estava assentado era, na aparência, semelhante à pedra jaspe e sardônica; e o arco-íris estava ao redor do trono, na aparência, semelhante à esmeralda.
Apocalipse 4:4	E ao redor do trono havia vinte e quatro tronos; e vi assentados sobre os tronos vinte e quatro anciãos vestidos de roupas brancas; e tinham sobre suas cabeças coroas de ouro.
Apocalipse 4:5	E do trono saíam relâmpagos, e trovões, e vozes; e diante do trono ardiam sete lâmpadas de fogo, as quais são os sete espíritos de Deus.
Apocalipse 4:6	E havia diante do trono um mar de vidro, semelhante ao cristal. E no meio do trono, e ao redor do trono, quatro animais cheios de olhos, por diante e por detrás.
Apocalipse 4:7	E o primeiro animal era semelhante a um leão, e o segundo animal semelhante a um bezerro, e tinha o terceiro animal o rosto como de homem, e o quarto animal era semelhante a uma águia voando.
Apocalipse 4:8	E os quatro animais tinham, cada um deles, seis asas ao redor, e por dentro estavam cheios de olhos; e não descansam nem de dia nem de noite, dizendo: Santo, Santo, Santo é o Senhor Deus, o Todo-Poderoso, que era, e que é, e que há de vir.
Apocalipse 4:9	E quando os animais davam glória, e honra, e ações de graças ao que estava assentado sobre o trono, ao que vive para todo o sempre,
Apocalipse 4:10	Os vinte e quatro anciãos prostravam-se diante do que estava assentado sobre o trono, e adoravam o que vive para todo o sempre; e lançavam as suas coroas diante do trono, dizendo:
Apocalipse 4:11	Digno és, Senhor, de receber glória, e honra, e poder; porque tu criaste todas as coisas, e por tua vontade são e foram criadas.
Apocalipse 5:1	E vi na destra do que estava assentado sobre o trono um livro escrito por dentro e por fora, selado com sete selos.
Apocalipse 5:2	E vi um anjo forte, apregoando com grande voz: Quem é digno de abrir o livro e de desatar os seus selos?
Apocalipse 5:3	E ninguém no céu, nem na terra, nem debaixo da terra, podia abrir o livro, nem olhar para ele.
Apocalipse 5:4	E eu chorava muito, porque ninguém fora achado digno de abrir o livro, nem de o ler, nem de olhar para ele.
Apocalipse 5:5	E disse-me um dos anciãos: Não chores; eis aqui o Leão da tribo de Judá, a Raiz de Davi, que venceu, para abrir o livro e desatar os seus sete selos.
Apocalipse 5:6	E olhei, e eis que no meio dos anciãos estava um Cordeiro, como havendo sido morto, e tinha sete chifres, e sete olhos, que são os sete espíritos de Deus enviados a toda a terra.
Apocalipse 5:7	E veio, e tomou o livro da destra do que estava assentado no trono.
Apocalipse 5:8	E havendo tomado o livro, os quatro animais e os vinte e quatro anciãos prostraram-se diante do Cordeiro, tendo todos eles harpas e taças de ouro cheias de incenso, que são as orações dos santos.
Apocalipse 5:9	E cantavam um novo cântico, dizendo: Digno és de tomar o livro, e de abrir os seus selos, porque foste morto, e com o teu sangue para Deus nos compraste de toda tribo, e língua, e povo, e nação;
Apocalipse 5:10	E para o nosso Deus nos fizeste reis e sacerdotes; e reinaremos sobre a terra.
Apocalipse 5:11	E olhei, e ouvi a voz de muitos anjos ao redor do trono, e dos animais, e dos anciãos; e era o número deles milhões de milhões, e milhares de milhares,
Apocalipse 5:12	Que com grande voz diziam: Digno é o Cordeiro, que foi morto, de receber o poder, e riquezas, e sabedoria, e força, e honra, e glória, e ações de graças.
Apocalipse 5:13	E ouvi toda criatura que está no céu, e na terra, e debaixo da terra, e que está no mar, e todas as coisas que neles há, dizendo: Ao que está assentado sobre o trono, e ao Cordeiro, sejam dadas ações de graças, e honra, e glória, e poder para todo o sempre.
Apocalipse 5:14	E os quatro animais diziam: Amém. E os vinte e quatro anciãos prostraram-se, e adoraram ao que vive para todo o sempre.
Apocalipse 6:1	E havendo o Cordeiro aberto um dos selos, olhei, e ouvi um dos quatro animais, que dizia como com voz de trovão: Vem, e vê.
Apocalipse 6:2	E olhei, e eis um cavalo branco; e o que estava assentado sobre ele tinha um arco; e foi-lhe dada uma coroa, e saiu vitorioso, para que vencesse.
Apocalipse 6:3	E havendo aberto o segundo selo, ouvi o segundo animal, dizendo: Vem, e vê.
Apocalipse 6:4	E saiu outro cavalo, vermelho; e ao que estava assentado sobre ele foi dado que tirasse a paz da terra, e que se matassem uns aos outros; e foi-lhe dada uma grande espada.
Apocalipse 6:5	E havendo aberto o terceiro selo, ouvi dizer o terceiro animal: Vem, e vê. E olhei, e eis um cavalo preto; e o que sobre ele estava assentado tinha uma balança na sua mão.
Apocalipse 6:6	E ouvi uma voz no meio dos quatro animais, que dizia: Uma medida de trigo por um denário, e três medidas de cevada por um denário; e não danifiques o azeite e o vinho.
Apocalipse 6:7	E havendo aberto o quarto selo, ouvi a voz do quarto animal, que dizia: Vem e vê.
Apocalipse 6:8	E olhei, e eis um cavalo amarelo, e o que estava assentado sobre ele tinha por nome Morte; e o inferno o seguiu; e foi-lhes dado poder para matar a quarta parte da terra, com espada, e com fome, e com mortandade, e com as feras da terra.
Apocalipse 6:9	E havendo aberto o quinto selo, vi debaixo do altar as almas dos que foram mortos por causa da palavra de Deus e por causa do testemunho que deram.
Apocalipse 6:10	E clamavam com grande voz, dizendo: Até quando, ó Senhor, santo e verdadeiro, não julgas e vingas o nosso sangue dos que habitam sobre a terra?
Apocalipse 6:11	E deram-se-lhes a cada um vestes brancas compridas, e foi-lhes dito que repousassem ainda um pouco de tempo, até que também se completasse o número de seus conservos e seus irmãos, que haviam de ser mortos como eles.
Apocalipse 6:12	E havendo aberto o sexto selo, olhei, e eis que houve um grande tremor de terra; e o sol tornou-se negro como saco de cilício, e a lua tornou-se como sangue.
Apocalipse 6:13	E as estrelas do céu caíram sobre a terra, como quando a figueira lança de si os seus figos verdes, abalada por um vento forte.
Apocalipse 6:14	E o céu retirou-se como um livro que se enrola; e todos os montes e ilhas se moveram dos seus lugares.
Apocalipse 6:15	E os reis da terra, e os grandes, e os ricos, e os tribunos, e os poderosos, e todo servo, e todo homem livre se esconderam nas cavernas e nas rochas das montanhas;
Apocalipse 6:16	E diziam aos montes e aos rochedos: Caí sobre nós, e escondei-nos do rosto daquele que está assentado sobre o trono, e da ira do Cordeiro;
Apocalipse 6:17	Porque é vindo o grande dia da sua ira; e quem poderá subsistir?
Apocalipse 7:1	E depois dessas coisas vi quatro anjos que estavam sobre os quatro cantos da terra, que retinham os quatro ventos da terra, para que nenhum vento soprasse sobre a terra, nem sobre o mar, nem contra árvore alguma.
Apocalipse 7:2	E vi outro anjo subir do lado do sol nascente, e que tinha o selo do Deus vivo; e clamou com grande voz aos quatro anjos a quem fora dado o poder de danificar a terra e o mar,
Apocalipse 7:3	Dizendo: Não danifiqueis a terra, nem o mar, nem as árvores, até que hajamos selado na testa os servos do nosso Deus.
Apocalipse 7:4	E ouvi o número dos selados, e foram cento e quarenta e quatro mil selados, de todas as tribos dos filhos de Israel.
Apocalipse 7:5	Da tribo de Judá, doze mil selados; da tribo de Rúben, doze mil selados; da tribo de Gade, doze mil selados;
Apocalipse 7:6	Da tribo de Aser, doze mil selados; da tribo de Naftali, doze mil selados; da tribo de Manassés, doze mil selados;
Apocalipse 7:7	Da tribo de Simeão, doze mil selados; da tribo de Levi, doze mil selados; da tribo de Issacar, doze mil selados;
Apocalipse 7:8	Da tribo de Zebulom, doze mil selados; da tribo de José, doze mil selados; da tribo de Benjamim, doze mil selados.
Apocalipse 7:9	Depois dessas coisas olhei, e eis uma grande multidão, a qual ninguém podia contar, de todas as nações, e tribos, e povos, e línguas, que estavam diante do trono, e perante o Cordeiro, trajando vestes brancas e com palmas nas suas mãos;
Apocalipse 7:10	E clamavam com grande voz, dizendo: Salvação ao nosso Deus, que está assentado no trono, e ao Cordeiro.
Apocalipse 7:11	E todos os anjos estavam ao redor do trono, e dos anciãos, e dos quatro animais; e prostraram-se sobre seu rosto diante do trono, e adoraram a Deus,
Apocalipse 7:12	Dizendo: Amém. Louvor, e glória, e sabedoria, e ação de graças, e honra, e poder, e força ao nosso Deus, para todo o sempre. Amém.
Apocalipse 7:13	E um dos anciãos respondeu, dizendo-me: Estes que estão vestidos de vestes brancas, quem são, e de onde vieram?
Apocalipse 7:14	E eu disse-lhe: Senhor, tu sabes. E ele disse-me: Estes são os que vieram de grande tribulação, e lavaram as suas vestes e as branquearam no sangue do Cordeiro;
Apocalipse 7:15	Por isso estão diante do trono de Deus, e o servem de dia e de noite no seu templo; e aquele que está assentado sobre o trono estenderá o seu tabernáculo sobre eles.
Apocalipse 7:16	Não mais terão fome, nem mais terão sede; nem sol nem calor algum cairá sobre eles.
Apocalipse 7:17	Porque o Cordeiro que está no meio do trono os apascentará, e lhes servirá de guia para as fontes vivas das águas; e Deus enxugará de seus olhos toda lágrima.
Apocalipse 8:1	E havendo aberto o sétimo selo, fez-se silêncio no céu por quase meia hora.
Apocalipse 8:2	E vi os sete anjos, que estavam diante de Deus, e foram-lhes dadas sete trombetas.
Apocalipse 8:3	E veio outro anjo, e pôs-se junto ao altar, tendo um incensário de ouro; e foi-lhe dado muito incenso, para o pôr com as orações de todos os santos sobre o altar de ouro, que está diante do trono.
Apocalipse 8:4	E a fumaça do incenso subiu com as orações dos santos desde a mão do anjo até diante de Deus.
Apocalipse 8:5	E o anjo tomou o incensário, e encheu-o de fogo do altar, e lançou-o sobre a terra; e houve vozes, e trovões, e relâmpagos e terremotos.
Apocalipse 8:6	E os sete anjos, que tinham as sete trombetas, prepararam-se para tocá-las.
Apocalipse 8:7	E o primeiro anjo tocou a sua trombeta, e houve saraiva, e fogo misturado com sangue, e foram lançados na terra; e queimou-se a terça parte das árvores, e toda a erva verde foi queimada.
Apocalipse 8:8	E o segundo anjo tocou a trombeta; e foi lançada no mar uma coisa como um grande monte ardendo em fogo, e tornou-se em sangue a terça parte do mar.
Apocalipse 8:9	E morreu a terça parte das criaturas que tinham vida no mar; e perdeu-se a terça parte das naus.
Apocalipse 8:10	E o terceiro anjo tocou a sua trombeta, e caiu do céu uma grande estrela, ardendo como uma tocha, e caiu na terça parte dos rios, e nas fontes das águas.
Apocalipse 8:11	E o nome da estrela era Absinto, e a terça parte das águas tornou-se em absinto, e muitos homens morreram das águas, porque se tornaram amargas.
Apocalipse 8:12	E o quarto anjo tocou a sua trombeta, e foi ferida a terça parte do sol, e a terça parte da lua, e a terça parte das estrelas; para que a terça parte deles se escurecesse, e a terça parte do dia não brilhasse, e semelhantemente, a da noite.
Apocalipse 8:13	E olhei, e ouvi um anjo voar pelo meio do céu, dizendo com grande voz: Ai! Ai! Ai dos que habitam sobre a terra! por causa das outras vozes das trombetas dos três anjos que ainda hão de tocar.
Apocalipse 9:1	E o quinto anjo tocou a sua trombeta, e vi uma estrela que do céu caiu na terra; e foi-lhe dada a chave do poço do abismo.
Apocalipse 9:2	E abriu o poço do abismo, e subiu fumaça do poço, como a fumaça de uma grande fornalha, e com a fumaça do poço escureceram-se o sol e o ar.
Apocalipse 9:3	E da fumaça saíram gafanhotos sobre a terra; e foi-lhes dado poder, como o poder que têm os escorpiões da terra.
Apocalipse 9:4	E foi-lhes dito que não fizessem dano à erva da terra, nem a coisa verde alguma, nem a árvore alguma, senão somente aos homens que não têm na sua testa o selo de Deus.
Apocalipse 9:5	E foi-lhes permitido, não que os matassem, mas que por cinco meses os atormentassem; e o seu tormento era semelhante ao tormento do escorpião, quando fere o homem.
Apocalipse 9:6	E naqueles dias os homens buscarão a morte, e não a acharão; e desejarão morrer, e a morte fugirá deles.
Apocalipse 9:7	E a aparência dos gafanhotos era semelhante à de cavalos aparelhados para a guerra; e sobre a sua cabeça havia como coroas semelhantes ao ouro; e o seu rosto era como rosto de homem.
Apocalipse 9:8	E tinham cabelos como cabelos de mulheres, e os seus dentes eram como de leões.
Apocalipse 9:9	E tinham couraças como couraças de ferro; e o ruído das suas asas era como o ruído de carros, quando muitos cavalos correm ao combate.
Apocalipse 9:10	E tinham cauda semelhante à dos escorpiões, e aguilhão na sua cauda; e o seu poder era de danificar os homens por cinco meses.
Apocalipse 9:11	E tinham sobre si um rei, o anjo do abismo; em hebraico era o seu nome Abadom, e em grego tinha por nome Apoliom.
Apocalipse 9:12	Passado é já um ai; eis que depois disso vêm ainda dois ais.
Apocalipse 9:13	E tocou o sexto anjo a sua trombeta, e ouvi uma voz dos quatro chifres do altar de ouro, que estava diante de Deus,
Apocalipse 9:14	A qual dizia ao sexto anjo, que tinha a trombeta: Solta os quatro anjos, que estão presos junto ao grande rio Eufrates.
Apocalipse 9:15	E foram soltos os quatro anjos, que estavam preparados para a hora, e dia, e mês, e ano, para matar a terça parte dos homens.
Apocalipse 9:16	E o número dos exércitos dos cavaleiros era de duzentos milhões; e ouvi o número deles.
Apocalipse 9:17	E vi assim os cavalos nessa visão; e os que sobre eles cavalgavam tinham couraças de fogo, e de jacinto, e de enxofre; e a cabeça dos cavalos era como cabeça de leão; e de sua boca saía fogo e fumaça e enxofre.
Apocalipse 9:18	Por esses três foi morta a terça parte dos homens: pelo fogo, pela fumaça, e pelo enxofre, que saíam da sua boca.
Apocalipse 9:19	Porque o seu poder está na sua boca e nas suas caudas. Porque as suas caudas são semelhantes a serpentes, e têm cabeças, e com elas danificam.
Apocalipse 9:20	E os outros homens, que não foram mortos por essas pragas, não se arrependeram das obras de suas mãos, para não adorarem os demônios, e os ídolos de ouro, e de prata, e de bronze, e de pedra, e de madeira, que nem podem ver, nem ouvir, nem andar.
Apocalipse 9:21	E não se arrependeram de seus homicídios, nem de suas feitiçarias, nem de sua fornicação, nem de seus furtos.
Apocalipse 10:1	E vi outro anjo forte, que descia do céu, vestido de uma nuvem; e por cima da sua cabeça estava o arco-íris, e o seu rosto era como o sol, e os seus pés, como colunas de fogo;
Apocalipse 10:2	E tinha na sua mão um livrinho aberto, e pôs o seu pé direito sobre o mar, e o esquerdo, sobre a terra;
Apocalipse 10:3	E clamou com grande voz, como quando brama o leão; e havendo clamado, os sete trovões fizeram soar as suas vozes.
Apocalipse 10:4	E havendo os sete trovões feito soar as suas vozes, eu ia escrever, mas ouvi uma voz do céu, que me dizia: Sela as coisas que os sete trovões falaram, e não as escrevas.
Apocalipse 10:5	E o anjo que vi estar sobre o mar e sobre a terra levantou a sua mão ao céu,
Apocalipse 10:6	E jurou por aquele que vive para todo o sempre, o qual criou o céu e as coisas que nele há, e a terra e as coisas que nela há, e o mar e as coisas que nele há, que não haveria mais tempo;
Apocalipse 10:7	Porém nos dias da voz do sétimo anjo, quando tocar a sua trombeta, se cumprirá o mistério de Deus, como anunciou aos profetas, seus servos.
